1665390674,32
1666644419,34
1667518840,36
1667562108,34
1668277561,36
1668519855,38
1668675058,40
1670380545,42
1670396386,46
1671062387,44
1671065474,42
1672315167,44
1672587030,44
1673828351,54
1674216259,60
1674324197,62
1674381803,64
1674569002,66
1674919952,68
1674975787,70
1675006369,72
1675026190,74
1675076597,76
1675191788,102
1675301483,104
1675568004,106
1675616595,108
1676068383,110
1676341682,112
1676345676,114
1676374369,116
1676397806,118
1676639254,120
1677035205,114
1677036873,116
1677151956,118
1677326653,120
1677508409,122
1677596616,124
1677621813,126
1677650644,125
1677659770,127
1677737031,124
1677925994,123
1677953015,159
1678152729,145
1678167187,147
1678507405,146
1678530763,148
1678539929,150
1678588043,132
1678788207,128
1678874627,127
1679016618,129
1679131951,132
1679275841,134
1679551429,135
1679655812,137
1679684581,139
1679797280,140
1680077043,90
1680078868,140
1680111189,142
1680131018,144
1680142764,146
1680165240,148
1680168767,150
1680170600,152
1680172393,154
1680177877,156
1680183329,158
1680185006,160
1680226231,162
1680341550,164
1680485380,166
1680800594,168
1681333400,169
1681352154,168
1681504363,169
1681664582,171
1681797833,172
1681819452,173
1681886007,174
1682456583,176
1682490802,178
1682505168,180
1682558984,182
1682586207,184
1682676209,186
1682705018,188
1682760756,190
1682910212,184
1682978607,186
1683007438,187
1683078920,189
1683268371,191
1683307950,193
1683383555,194
1684074756,196
1684123421,198
1684139565,200
1684207960,202
1684353824,204
1684391572,205
1684598601,206
1684686805,207
1684726345,206
1684757078,208
1684854199,210
1685050351,212
1685073814,214
1685131399,216
1685207023,217
1685403155,219
1685407659,221
1685587074,223
1685617381,225
1685629944,227
1685676759,228
1685808206,229
1685855007,242
1685903557,240
1686234761,242
1686303158,244
1686528781,245
1686648754,247
1686686620,245
1686979950,246
1686994356,244
1686996240,243
1687030350,245
1687147424,242
1687213950,241
1687296758,243
1687334626,242
1687421018,243
1687524173,244
1687552387,230
1688133818,232
1688221960,234
1688373274,236
1688419960,226
1688761971,228
1688839420,230
1689207240,232
1689338605,238
1689570227,239
1689633166,236
1689636770,237
1689717799,239
1690016588,240
1690282989,241
1690373054,242
1690477405,247
1690479169,248
1690630371,250
1690673558,251
1690682109,252
1691274747,253
1691362995,254
1691591615,256
1691672784,257
1691787793,258
1691974009,260
1692010999,262
1692144641,264
1692333166,265
1692353003,266
1692462803,267
1692603160,268
1692605037,269
1692792269,271
1692873169,273
1692954202,274
1693008615,276
1693058601,278
1693119797,280
1693235005,282
1693287163,283
1693397061,282
1693512210,284
1693515796,286
1693551799,287
1693602199,288
1693674194,289
1693778612,291
1693973008,293
1694004019,295
1694030612,297
1694117009,298
1694161971,299
1694230396,300
1694568278,301
1694673189,302
1694687592,304
1694783057,306
1695128692,307
1695241964,309
1695411165,311
1695670364,312
1695722612,313
1696084358,311
1696314794,312
1696439004,314
1696485839,315
1696530794,317
1696781025,312
1697131960,313
1697360595,315
1697470370,317
1697529846,318
1697749393,319
1697756601,320
1697854061,322
1697862769,323
1697909553,320
1697951008,321
1697956368,322
1697976247,324
1698251628,326
1698503558,325
1698517962,327
1698845562,329
1698894217,331
1698984217,333
1699016700,334
1699113803,336
1699200209,337
1699239812,338
1699380221,336
1699470192,338
1699471954,340
1699648369,633
1699659160,634
1699663623,635
1699665886,636
1699945414,638
1700134362,639
1700298201,640
1700332358,642
1700373818,644
1700407956,645
1700446471,646
1700631167,647
1700651002,645
1700665416,646
1700814780,648
1700919155,649
1701007394,651
1701124372,652
1701277401,654
1701387159,655
1702000285,656
1702004619,657
1702042366,658
1702139615,659
1702152215,661
1702308768,662
1702310619,664
1702435007,665
1702550025,666
1702564378,668
1702599170,669
1702618359,670
1702647157,672
1702719158,673
1702935165,674
1702996365,675
1703194355,676
1703354621,678
1703372621,680
1703610197,681
1703635912,683
1703653420,685
1703730878,683
1703802756,685
1703867705,687
1704332988,688
1704367965,689
1704763680,691
1704809000,288
1704810794,691
1704818141,692
1704825157,694
1704826995,696
1704902620,697
1704972754,699
1705086195,697
1705219422,698
1705228378,699
1705244611,701
1705277587,702
1705399413,703
1705572224,705
1705730619,706
1705777407,707
1705802095,708
1705838673,709
1705851164,710
1705935814,712
1705970833,710
1706057229,711
1706088780,712
1706092465,713
1706095971,712
1706274202,713
1706290360,714
1706432608,715
1706463147,716
1706473946,718
1706511827,720
1706544221,721
1706697159,722
1706748421,723
1706771045,724
1706821411,726
1706898764,727
1706949164,729
1707091948,730
1707100531,731
1707103967,732
1707116616,733
1707152642,734
1707247998,735
1707422594,736
1707431554,737
1707487409,607
1707521565,597
1707566654,598
1707570197,599
1707642199,600
1707647547,602
1707663788,604
1707681793,605
1707831165,607
1707833019,604
1707847462,599
1707858198,600
1707967955,601
1707982357,595
1708044412,596
1708272204,272
1708506203,268
1708754619,270
1709471001,272
1709998363,273
1710204414,269
1710206590,273
1710297197,192
1710299055,273
1710379415,275
1710634387,277
1711173914,278
1711188195,279
1711447407,281
1712713609,283
1712783011,284
1713193408,285
1714714363,287
1714735963,288
1714785937,289
1715573053,290
1716383077,292
1716402833,290
1716586371,292
1716845615,290
1717263152,291
1717277561,292
1717293292,293
1717306355,295
1717333400,296
1717337003,297
1717362202,298
1717378174,299
1717416333,300
1717520596,301
1717630419,302
1717749219,303
1718015693,304
1718287404,305
1718472755,307
1718616766,308
1718899433,309
1719767034,310
1719815790,309
1720348368,310
1720488593,311
1720564394,313
1720721037,314
1720788123,315
1720803808,316
1720901050,317
1721093403,318
1721220134,319
1721633568,320
1721642616,321
1721646203,322
1721647967,323
1721725431,325
1721732663,326
1721972019,327
1722274354,328
1722288759,329
1722377002,331
1722539000,334
1722605563,305
1722935016,306
1723547011,308
1723678886,303
1723680817,308
1723769255,310
1724092535,311
1724162617,312
1724214885,313
1724287650,315
1724985881,314
1725134603,316
1725281057,318
1725577444,319
1725980619,317
1726777992,319
1727591808,320
1727877822,322
1728181713,323
1728232557,325
1728896652,323
1729424004,321
1730732646,323
1731291979,324
1731729880,326
1732102372,327
1732577598,328
1733481449,329
1734930237,334
1735217075,335
1735245193,2126
1735247018,2548
1735248767,2851
1735250609,3148
1735252431,3412
1735254228,3631
1735255963,3841
1735258530,4134
1735260467,4365
1735263063,4637
1735266349,4952
1735267615,5075
1735268832,5178
1735270552,5309
1735272283,5446
1735274143,5579
1735275830,5690
1735277654,5818
1735279496,5959
1735281464,6115
1735283030,6208
1735284760,6327
1735286679,6448
1735288537,6612
1735290239,6743
1735291993,6875
1735293827,7021
1735295711,7162
1735297417,7280
1735299172,7379
1735301145,7510
1735303453,7657
1735304814,7738
1735306413,7841
1735308229,7978
1735310046,8109
1735311819,8231
1735313580,8343
1735315444,8455
1735317355,8561
1735319016,8670
1735320774,8753
1735322691,8842
1735324599,8930
1735326195,8985
1735327959,9065
1735329825,9146
1735331578,9217
1735333413,9264
1735335167,9322
1735337019,9368
1735338839,9428
1735340630,9478
1735342361,9535
1735344908,9638
1735346858,9707
1735349440,9788
1735352604,9881
1735353929,9922
1735355150,9956
1735356883,10016
1735358652,10070
1735360506,10130
1735362218,10195
1735364026,10248
1735365883,10303
1735367799,10349
1735369416,10395
1735371169,10461
1735373049,10526
1735374894,10595
1735376627,10680
1735378355,10763
1735380225,10836
1735382063,10915
1735383812,10995
1735385562,11088
1735387530,11200
1735389790,11306
1735391165,11385
1735392762,11455
1735394607,11560
1735396391,11671
1735398222,11765
1735399959,11853
1735401833,11946
1735403722,12045
1735405414,12129
1735407166,12212
1735409049,12284
1735410948,12389
1735412597,12448
1735414366,12505
1735416231,12587
1735417970,12643
1735419812,12717
1735421557,12774
1735423408,12843
1735425205,12921
1735427015,12978
1735428766,13036
1735431445,13110
1735433281,13160
1735435860,13231
1735439327,13340
1735440728,13395
1735441889,13430
1735443480,13482
1735445062,13522
1735446911,13563
1735448631,13591
1735450415,13629
1735452280,13666
1735454204,13718
1735455808,13760
1735457558,13810
1735459464,13851
1735461294,13905
1735463015,13963
1735464763,14021
1735466621,14082
1735468453,14144
1735470214,14207
1735471956,14252
1735473923,14307
1735476182,14389
1735477550,14433
1735479152,14490
1735481015,14550
